"Season","Id","Name","Position","Team","Conference","CountablePlays","AveragePPA All","AveragePPA Pass","AveragePPA Rush","TotalPPA All","TotalPPA Pass","TotalPPA Rush"
"2023","4696981","Cameron Skattebo","RB","Arizona State","Pac-12","38","0.151","0.133","0.155","5.75","0.931","4.819"
"2023","4676889","Myles Montgomery","RB","Cincinnati","Big 12","7","0.152","","0.152","1.061","","1.061"
"2023","4880697","Daba Fofana","FB","Navy","American Athletic","29","0.153","1.048","0.087","4.447","2.096","2.352"
"2023","4362841","Deshaun Fenwick","RB","Oregon State","Pac-12","10","0.153","0.489","0.07","1.534","0.977","0.557"
"2023","4427111","Michel Dukes","RB","South Florida","American Athletic","23","0.154","0.124","0.158","3.536","0.373","3.163"
"2023","4696407","Jacari Carter","WR","Georgia State","Sun Belt","5","0.157","0.157","","0.785","0.785",""
"2023","4365311","Malik Jackson","RB","Jacksonville State","Conference USA","48","0.158","0.396","0.131","7.596","1.979","5.617"
"2023","4837200","Junior Vandeross","WR","Toledo","Mid-American","17","0.159","0.258","-0.587","2.698","3.873","-1.175"
"2023","4691889","Gregory DeRosiers","RB","UMass","FBS Independents","9","0.159","1.112","-0.318","1.429","3.337","-1.907"
"2023","4385430","Xavier Johnson","WR","Ohio State","Big Ten","5","0.16","0.136","0.176","0.799","0.272","0.527"
"2023","4899046","Brendan Sorsby","QB","Indiana","Big Ten","36","0.16","0.189","0.015","5.774","5.683","0.09"
"2023","4372768","Phil Jurkovec","QB","Pittsburgh","ACC","64","0.162","0.047","0.963","10.346","2.643","7.703"
"2023","4369839","JT Shrout","QB","Arkansas State","Sun Belt","44","0.163","0.154","0.287","7.176","6.315","0.861"
"2023","4685644","Jordan Johnson","RB","Hawai'i","Mountain West","11","0.163","","0.163","1.794","","1.794"
"2023","4431325","Taylen Green","QB","Boise State","Mountain West","37","0.166","0.078","0.889","6.124","2.566","3.558"
"2023","4696044","Kaelon Black","RB","James Madison","Sun Belt","27","0.168","0.461","0.118","4.548","1.845","2.703"
"2023","4429316","DeCarlos Brooks","RB","Arizona State","Pac-12","25","0.171","0.51","0.107","4.281","2.041","2.239"
"2023","4904131","Devon Rivers","RB","Fresno State","Mountain West","6","0.174","","0.174","1.046","","1.046"
"2023","4697512","Robby Ashford","QB","Auburn","SEC","14","0.176","-1.022","0.655","2.458","-4.089","6.547"
"2023","4773919","Thomas Castellanos","QB","Boston College","ACC","71","0.179","0.073","0.374","12.706","3.354","9.352"
"2023","4426430","Taisun Phommachanh","QB","UMass","FBS Independents","52","0.179","-0.088","0.607","9.332","-2.811","12.143"
"2023","4686093","E.J. Williams","WR","Indiana","Big Ten","6","0.182","0.182","","1.093","1.093",""
"2023","4360271","Tanner Mordecai","QB","Wisconsin","Big Ten","81","0.184","0.175","0.249","14.939","12.451","2.489"
"2023","4686606","Isaiah Johnson","RB","North Texas","American Athletic","7","0.184","-1.718","0.501","1.29","-1.718","3.009"
"2023","4426335","Graham Mertz","QB","Florida","SEC","69","0.185","0.179","0.266","12.763","11.435","1.328"
"2023","4370775","Brennan Armstrong","QB","NC State","ACC","98","0.186","0.135","0.301","18.212","9.188","9.024"
"2023","4684975","Max Balthazar","RB","Coastal Carolina","Sun Belt","6","0.187","","0.187","1.122","","1.122"
"2023","4685350","Trevor Etienne","RB","Florida","SEC","19","0.188","-0.279","0.312","3.568","-1.116","4.684"
"2023","4429835","George Holani","RB","Boise State","Mountain West","8","0.19","-0.227","0.328","1.516","-0.454","1.97"
"2023","4685235","Phillippe Wesley","WR","San Diego State","Mountain West","5","0.192","0.192","","0.961","0.961",""
"2023","4690972","Ja'Quinden Jackson","RB","Utah","Pac-12","26","0.193","0.285","0.185","5.021","0.569","4.452"
"2023","4731981","Carlos Davis","QB","UMass","FBS Independents","39","0.194","0.252","-0.069","7.572","8.054","-0.483"
"2023","4683062","Xavier Worthy","WR","Texas","Big 12","11","0.194","0.242","-0.282","2.139","2.421","-0.282"
"2023","4361607","Andrew Peasley","QB","Wyoming","Mountain West","39","0.195","0.028","0.752","7.618","0.846","6.772"
"2023","4427936","Grayson McCall","QB","Coastal Carolina","Sun Belt","92","0.197","0.268","-0.198","18.163","20.935","-2.773"
"2023","5081332","Jaziun Patterson","RB","Iowa","Big Ten","17","0.197","0.981","0.092","3.345","1.962","1.383"
"2023","4426499","Hank Bachmeier","QB","Louisiana Tech","Conference USA","95","0.199","0.259","-0.266","18.863","21.792","-2.929"
"2023","4683165","Jaden Nixon","RB","Oklahoma State","Big 12","20","0.199","0.522","0.025","3.982","3.652","0.33"
"2023","4586312","Jaylin Noel","WR","Iowa State","Big 12","11","0.201","0.201","","2.215","2.215",""
"2023","4360492","Samson Evans","RB","Eastern Michigan","Mid-American","27","0.202","0.023","0.209","5.446","0.023","5.423"
"2023","5153650","Davon Booth","RB","Utah State","Mountain West","22","0.204","0.053","0.228","4.496","0.159","4.336"
"2023","4567461","Alex Flinn","QB","East Carolina","American Athletic","21","0.204","0.177","0.318","4.276","3.002","1.274"
"2023","4696686","Deuce Spann","WR","Florida State","ACC","6","0.206","0.131","0.355","1.234","0.524","0.71"
"2023","4574809","Jalon Jones","QB","Charlotte","American Athletic","55","0.207","0.12","0.359","11.39","4.217","7.173"
"2023","4911851","Lequint Allen","RB","Syracuse","ACC","16","0.207","","0.207","3.312","","3.312"
"2023","4428438","Edward Saydee","RB","Temple","American Athletic","21","0.208","1.691","-0.385","4.37","10.145","-5.776"
"2023","4430286","Latrele Palmer","RB","James Madison","Sun Belt","16","0.209","","0.209","3.346","","3.346"
"2023","4832846","Demond Claiborne","RB","Wake Forest","ACC","39","0.211","","0.211","8.238","","8.238"
"2023","4372073","Christian Turner","RB","Indiana","Big Ten","10","0.213","","0.213","2.131","","2.131"
"2023","4429652","Pat Garwo III","RB","Boston College","ACC","11","0.213","0.056","0.229","2.342","0.056","2.287"
"2023","4373934","Chevan Cordeiro","QB","San José State","Mountain West","86","0.214","0.079","0.909","18.411","5.689","12.722"
"2023","4880684","Maquel Haywood","RB","Appalachian State","Sun Belt","23","0.214","","0.214","4.927","","4.927"
"2023","4426863","Dequece Carter","WR","Indiana","Big Ten","7","0.215","0.354","-0.622","1.503","2.124","-0.622"
"2023","4875563","Emmanuel Michel","FB","Air Force","Mountain West","32","0.217","","0.217","6.945","","6.945"
"2023","4575667","Deion Hankins","RB","UTEP","Conference USA","44","0.219","0.991","0.201","9.646","0.991","8.654"
"2023","4808744","Jaylon Glover","RB","Utah","Pac-12","11","0.22","","0.22","2.419","","2.419"
"2023","4868300","Nate Johnson","QB","Utah","Pac-12","28","0.224","0.132","0.293","6.274","1.584","4.69"
"2023","4872997","Jjay Mcafee","TE","Georgia Southern","Sun Belt","11","0.226","0.226","","2.489","2.489",""
"2023","4430689","Dominic Richardson","RB","Baylor","Big 12","34","0.226","0.696","0.164","7.699","2.785","4.913"
"2023","4429059","Jo'quavious Marks","RB","Mississippi State","SEC","46","0.226","0.892","0.106","10.398","6.246","4.152"
"2023","5086604","Martin Blake","RB","San Diego State","Mountain West","20","0.227","0.788","0.087","4.548","3.151","1.397"
"2023","4816098","Makhi Hughes","RB","Tulane","American Athletic","31","0.227","2.595","0.148","7.023","2.595","4.428"
"2023","4700135","Cam Fancher","QB","Marshall","Sun Belt","79","0.228","0.276","0.074","17.999","16.588","1.411"
"2023","4570243","Kairee Robinson","RB","San José State","Mountain West","20","0.229","0.041","0.262","4.584","0.124","4.46"
